平戸	84171	000	60
松浦	84183	000	60
佐世保	84266	000	60
大瀬戸	84356	000	60
長浦岳	84361	000	60
大村	84371	000	60
諫早	84441	000	60
長崎	84496	000	60
雲仙岳	84519	000	60
島原	84523	000	60
口之津	84561	000	60
野母崎	84596	000	60
鰐浦	84012	000	60
厳原	84072	000	60
美津島	84076	000	60
芦辺	84121	000	60
石田	84122	000	60
小値賀	84236	000	60
頭ヶ島	84286	000	60
有川	84341	000	60
福江	84536	000	60
上大津	84537	000	60
唐津	85033	000	61
北山	85046	000	61
鳥栖	85106	000	61
伊万里	85116	000	61
佐賀	85142	000	61
嬉野	85161	000	61
白石	85166	000	61
川副	85176	000	61
鹿北	86006	000	62
南小国	86066	000	62
岱明	86086	000	62
菊池	86101	000	62
阿蘇乙姫	86111	000	62
熊本	86141	000	62
益城	86146	000	62
阿蘇山	86156	000	62
南阿蘇	86157	000	62
高森	86161	000	62
宇土	86181	000	62
山都	86197	000	62
三角	86216	000	62
甲佐	86236	000	62
松島	86271	000	62
本渡	86316	000	62
八代	86336	000	62
田浦	86396	000	62
山江	86407	000	62
五木	86411	000	62
水俣	86451	000	62
一勝地	86461	000	62
人吉	86467	000	62
上	86477	000	62
多良木	86478	000	62
湯前横谷	86481	000	62
牛深	86491	000	62
高千穂	87041	000	63
古江	87066	000	63
鞍岡	87071	000	63
日之影	87086	000	63
諸塚	87127	000	63
北方	87136	000	63
延岡	87141	000	63
椎葉	87157	000	63
日向	87181	000	63
神門	87206	000	63
西米良	87231	000	63
都農	87251	000	63
高鍋	87292	000	63
加久藤	87301	000	63
西都	87331	000	63
えびの	87346	000	63
小林	87352	000	63
野尻	87361	000	63
国富	87371	000	63
宮崎	87376	000	63
青島	87411	000	63
赤江	87412	000	63
都城	87426	000	63
深瀬	87461	000	63
油津	87492	000	63
串間	87501	000	63
阿久根	88061	000	64
出水	88066	000	64
大口	88081	000	64
紫尾山	88101	000	64
さつま柏原	88107	000	64
中甑	88131	000	64
川内	88151	000	64
溝辺	88166	000	64
八重山	88211	000	64
東市来	88261	000	64
